,location,total_sqft,bath,balcony,bhk,price
6399,CV Raman Nagar,1040.0,2.0,1.0,2,50.0
6400,Haralur Road,1817.0,3.0,2.0,3,110.0
6401,Amruthahalli,1340.0,2.0,1.0,2,75.0
6402,Kalena Agrahara,980.0,2.0,2.0,2,35.0
6403,8th Phase JP Nagar,1006.0,2.0,0.0,2,44.0
6404,Thanisandra,1098.0,2.0,1.0,2,71.0
6405,Mico Layout,1200.0,2.0,1.0,2,53.5
6406,Sarjapur  Road,1019.0,2.0,1.0,2,62.0
6407,Anekal,1733.5,3.0,1.0,3,120.0
6408,other,1415.0,2.0,2.0,2,120.0
6409,Domlur,1246.0,2.0,1.0,2,95.0
6410,Electronic City Phase II,972.0,2.0,1.0,2,40.0
6411,Brookefield,1500.0,5.0,3.0,4,160.0
6412,Electronic City,630.0,1.0,1.0,1,33.7
6413,Ramamurthy Nagar,1900.0,4.0,2.0,4,185.0
6414,other,2440.0,3.0,1.0,3,142.0
6415,Bannerghatta Road,1711.0,3.0,2.0,3,125.0
6416,CV Raman Nagar,1392.0,2.0,1.0,2,95.0
6417,Haralur Road,1225.0,2.0,1.0,2,77.0
6418,Green Glen Layout,1750.0,3.0,2.0,3,120.0
6419,Subramanyapura,1260.0,2.0,1.0,3,80.0
6420,Sarjapur  Road,691.0,1.0,1.0,1,31.1
6421,BTM 2nd Stage,2400.0,3.0,2.0,4,400.0
6422,Haralur Road,1285.0,2.0,1.0,2,78.0
6423,Hebbal,1590.0,3.0,2.0,3,96.0
6424,Garudachar Palya,1060.0,2.0,1.0,2,48.66
6425,Hennur,1255.0,2.0,1.0,2,58.0
6426,other,2400.0,2.0,2.0,3,185.0
6427,Bannerghatta Road,1520.0,2.0,3.0,3,81.0
6428,Ardendale,1777.26,3.0,2.0,3,89.0
6429,Raja Rajeshwari Nagar,1303.0,2.0,2.0,2,55.78
6430,Kodichikkanahalli,1680.0,2.0,3.0,2,59.0
6431,Yelahanka,1835.0,3.0,1.0,3,108.0
6432,Haralur Road,1225.0,2.0,1.0,2,67.48
6433,Balagere,656.0,1.0,1.0,1,34.77
6434,other,1025.0,2.0,1.0,2,65.0
6435,Marathahalli,1156.0,2.0,2.0,2,52.0
6436,JP Nagar,1250.0,2.0,2.0,2,60.0
6437,Kundalahalli,3092.0,4.0,3.0,4,230.0
6438,Hegde Nagar,1930.0,4.0,2.0,3,122.0
6439,other,1020.0,2.0,1.0,2,70.0
6440,Jalahalli,612.5,1.0,0.0,1,27.565
6441,Kothanur,1160.0,2.0,2.0,2,57.0
6442,Lakshminarayana Pura,1720.0,3.0,3.0,3,150.0
6443,Hosur Road,1689.0,3.0,2.0,3,103.0
6444,Chikkalasandra,1090.0,2.0,1.0,2,47.42
6445,KR Puram,2000.0,2.0,0.0,2,75.0
6446,Vishveshwarya Layout,4000.0,6.0,0.0,6,230.0
6447,JP Nagar,1125.0,2.0,2.0,2,39.98
6448,Yelahanka,1847.0,3.0,3.0,3,92.0
6449,Raja Rajeshwari Nagar,3450.0,7.0,2.0,8,225.0
6450,Bellandur,1049.0,2.0,1.0,2,51.0
6451,Amruthahalli,2650.0,4.0,0.0,3,175.0
6452,Varthur Road,850.0,2.0,1.0,2,25.4
6453,Badavala Nagar,1842.0,3.0,2.0,3,115.0
6454,other,2600.0,5.0,3.0,5,370.0
6455,Jakkur,1282.0,2.0,1.0,2,72.0
6456,Kalena Agrahara,800.0,2.0,1.0,2,40.0
6457,other,1200.0,4.0,2.0,4,240.0
6458,Magadi Road,1318.0,2.0,1.0,3,68.0
6459,Kanakpura Road,1698.0,2.0,1.0,2,105.0
6460,other,2030.0,2.0,1.0,3,182.0
6461,Sarjapur  Road,1881.0,3.0,2.0,3,145.0
6462,other,2900.0,3.0,2.0,3,325.0
6463,Yelahanka,1890.0,3.0,2.0,3,109.0
6464,Old Madras Road,935.0,2.0,1.0,2,32.0
6465,Cox Town,1000.0,2.0,3.0,2,58.0
6466,Singasandra,1510.0,3.0,2.0,3,75.0
6467,Uttarahalli,1120.0,2.0,1.0,2,50.0
6468,Ananth Nagar,930.0,2.0,1.0,2,25.99
6469,Raja Rajeshwari Nagar,1419.0,2.0,2.0,2,48.1
6470,Talaghattapura,1175.0,2.0,2.0,2,62.0
6471,Malleshwaram,2215.0,3.0,2.0,3,330.0
6472,Anjanapura,1076.0,2.0,1.0,2,30.13
6473,Kasavanhalli,1715.0,3.0,3.0,3,112.0
6474,Hebbal,1072.0,2.0,2.0,2,45.0
6475,Panathur,1230.0,2.0,1.0,2,80.0
6476,Murugeshpalya,1600.0,2.0,1.0,3,65.0
6477,Thanisandra,1411.0,3.0,1.0,3,93.25
6478,Rayasandra,3600.0,5.0,3.0,5,145.0
6479,Nagarbhavi,1200.0,3.0,2.0,3,226.0
6480,Yeshwanthpur,1700.0,5.0,2.0,5,300.0
6481,Haralur Road,1225.0,2.0,1.0,2,69.84
6482,Hebbal,1162.0,2.0,1.0,2,69.0
6483,Thanisandra,1262.0,2.0,1.0,3,65.0
6484,Electronic City Phase II,1160.0,2.0,1.0,2,33.51
6485,Channasandra,1500.0,3.0,1.0,3,61.95
6486,Sarjapur  Road,2275.0,4.0,2.0,3,182.0
6487,other,1500.0,2.0,0.0,2,145.0
6488,Hosa Road,1170.0,2.0,2.0,2,65.0
6489,Banashankari Stage VI,1423.0,2.0,1.0,3,71.73
6490,Kaggadasapura,1106.0,2.0,3.0,2,40.0
6491,Kereguddadahalli,1105.0,2.0,2.0,2,27.6
6492,Babusapalaya,1061.0,2.0,1.0,2,38.95
6493,Domlur,2100.0,3.0,2.0,3,145.0
6494,Indira Nagar,1260.0,2.0,3.0,2,120.0
6495,ITPL,907.0,2.0,0.0,2,55.43
6496,other,2597.0,4.0,3.0,4,189.0
6497,Bellandur,1211.0,2.0,1.0,2,63.0
6498,Hennur Road,1904.0,3.0,2.0,3,129.0
6499,Hennur,1420.0,2.0,1.0,2,62.0
6500,Panathur,1125.0,2.0,2.0,2,45.0
6501,Hulimavu,1021.0,2.0,1.0,2,76.0
6502,Ananth Nagar,1074.0,2.0,2.0,2,26.85
6503,Kalena Agrahara,1222.0,2.0,3.0,2,48.0
6504,Hennur Road,1981.0,3.0,1.0,3,134.0
6505,Yelachenahalli,1103.0,2.0,2.0,2,55.0
6506,Sarjapur,920.0,2.0,2.0,2,33.0
6507,Sonnenahalli,1268.0,2.0,1.0,3,75.0
6508,other,660.0,1.0,0.0,1,30.0
6509,Harlur,1755.0,3.0,2.0,3,115.0
6510,Hoskote,945.0,2.0,1.0,2,35.0
6511,8th Phase JP Nagar,500.0,1.0,1.0,1,33.0
6512,Bommenahalli,1632.0,3.0,0.0,4,140.0
6513,Rachenahalli,1167.0,2.0,2.0,2,37.5
6514,Domlur,1276.0,2.0,2.0,2,80.0
6515,Lakshminarayana Pura,1180.0,2.0,1.0,2,75.0
6516,ISRO Layout,1370.0,2.0,2.0,3,87.0
6517,Electronic City,1400.0,3.0,1.0,3,90.0
6518,Whitefield,1500.0,6.0,3.0,5,155.0
6519,Ramagondanahalli,1251.0,2.0,1.0,2,46.0
6520,Sarjapur  Road,1346.0,2.0,1.0,2,67.38
6521,Electronic City Phase II,1090.0,2.0,1.0,2,31.48
6522,Sarjapur  Road,1881.0,3.0,2.0,3,145.0
6523,Garudachar Palya,1150.0,2.0,2.0,2,52.0
6524,Sarjapur,2690.0,3.0,2.0,3,295.0
6525,other,2735.0,4.0,2.0,3,340.0
6526,other,950.0,2.0,0.0,2,65.0
6527,Ramamurthy Nagar,1050.0,2.0,1.0,2,51.66
6528,Hoodi,1660.0,3.0,2.0,3,131.0
6529,Nagavarapalya,1134.0,2.0,2.0,2,55.0
6530,Hebbal,1100.0,2.0,1.0,2,60.0
6531,Anekal,1200.0,2.0,1.0,2,36.1
6532,Nagarbhavi,1200.0,4.0,3.0,4,240.0
6533,other,980.0,3.0,1.0,3,80.0
6534,CV Raman Nagar,705.0,2.0,1.0,1,50.0
6535,Anandapura,1200.0,2.0,1.0,2,50.0
6536,Talaghattapura,1804.0,3.0,2.0,3,127.0
6537,Battarahalli,1090.0,2.0,2.0,2,38.37
6538,R.T. Nagar,1500.0,2.0,0.0,2,230.0
6539,Electronic City,1287.0,3.0,1.0,3,55.0
6540,Hormavu,1263.0,2.0,1.0,2,47.36
6541,Whitefield,1431.0,3.0,2.0,3,85.0
6542,Dommasandra,999.0,2.0,2.0,2,32.9
6543,Marathahalli,2524.0,5.0,2.0,4,180.0
6544,7th Phase JP Nagar,2095.0,3.0,2.0,3,150.0
6545,Ananth Nagar,500.0,1.0,1.0,1,14.0
6546,Kudlu Gate,1215.0,2.0,1.0,2,44.96
6547,Yelahanka New Town,2200.0,2.0,0.0,2,180.0
6548,1st Phase JP Nagar,2077.0,3.0,3.0,3,175.0
6549,Sarjapur  Road,2880.0,3.0,2.0,4,211.0
6550,Dasanapura,708.0,2.0,1.0,2,31.15
6551,Basavangudi,1200.0,2.0,3.0,2,120.0
6552,Hosakerehalli,925.0,2.0,1.0,2,46.25
6553,Bannerghatta Road,2826.0,3.0,1.0,3,148.0
6554,Kanakpura Road,458.0,1.0,0.0,1,33.66
6555,Amruthahalli,1450.0,2.0,1.0,3,90.0
6556,Kasavanhalli,1100.0,2.0,1.0,2,65.0
6557,Kadubeesanahalli,1185.0,2.0,3.0,2,55.0
6558,TC Palaya,1200.0,2.0,1.0,2,70.0
6559,other,660.0,1.0,1.0,1,35.0
6560,Ambedkar Nagar,1920.0,4.0,2.0,3,121.0
6561,Jalahalli,1200.0,2.0,0.0,2,130.0
6562,Bhoganhalli,1205.0,2.0,1.0,2,68.32
6563,Haralur Road,1200.0,2.0,2.0,2,46.0
6564,Akshaya Nagar,1421.0,2.0,2.0,3,73.0
6565,Whitefield,524.0,1.0,1.0,1,29.0
6566,Rachenahalli,985.0,2.0,1.0,2,50.17
6567,Raja Rajeshwari Nagar,1700.0,2.0,2.0,3,86.0
6568,Dasarahalli,1333.0,2.0,1.0,2,86.65
6569,Electronic City,1258.0,2.0,1.0,2,85.5
6570,other,1458.0,2.0,2.0,3,87.0
6571,Electronic City,1386.0,2.0,1.0,2,85.0
6572,Electronic City Phase II,1140.0,2.0,1.0,2,32.92
6573,other,550.0,1.0,1.0,1,27.0
6574,Lakshminarayana Pura,1200.0,2.0,3.0,2,83.0
6575,Whitefield,2135.0,3.0,2.0,4,149.0
6576,other,1178.0,2.0,1.0,2,80.0
6577, Devarachikkanahalli,991.0,2.0,2.0,2,40.0
6578,Gottigere,1493.0,2.0,3.0,3,90.0
6579,Kammasandra,1080.0,2.0,1.0,2,31.99
6580,Dasanapura,814.0,2.0,1.0,2,53.0
6581,Bannerghatta Road,1115.0,2.0,1.0,2,61.0
6582,Whitefield,3075.0,2.0,3.0,4,188.0
6583,Whitefield,1760.0,3.0,2.0,3,160.0
6584,other,2700.0,4.0,3.0,4,295.0
6585,Hebbal,4235.0,5.0,3.0,4,364.0
6586,KR Puram,1100.0,2.0,2.0,2,45.0
6587,Banashankari,1450.0,2.0,2.0,2,50.75
6588,6th Phase JP Nagar,1810.0,3.0,3.0,3,131.0
6589,Sector 7 HSR Layout,2400.0,2.0,3.0,3,195.0
6590,Kalyan nagar,1100.0,2.0,1.0,2,70.0
6591,Electronic City Phase II,650.0,1.0,1.0,1,35.0
6592,Kaikondrahalli,900.0,2.0,1.0,2,27.0
6593,Billekahalli,1360.0,2.0,3.0,2,110.0
6594,Yeshwanthpur,674.0,1.0,1.0,1,36.85
6595,Whitefield,1655.0,3.0,2.0,3,110.0
6596,other,1300.0,2.0,2.0,2,95.0
6597,other,936.0,1.0,0.0,1,53.0
6598,other,1277.0,2.0,2.0,2,92.0
6599,Hormavu,1015.0,2.0,1.0,2,39.08
6600,Budigere,1153.0,2.0,2.0,2,60.0
6601,Kengeri,1035.0,2.0,1.0,2,51.5
6602,Uttarahalli,1150.0,2.0,1.0,2,46.0
6603,Malleshwaram,1020.0,2.0,1.0,2,80.0
6604,8th Phase JP Nagar,1160.0,2.0,1.0,2,95.0
6605,Brookefield,1225.0,2.0,2.0,2,72.0
6606,Benson Town,5000.0,5.0,3.0,4,950.0
6607,other,1600.0,2.0,1.0,2,160.0
6608,Malleshwaram,600.0,1.0,0.0,2,90.0
6609,Channasandra,830.0,2.0,1.0,2,36.28
6610,Hennur Road,1155.0,2.0,1.0,2,69.18
6611,Jalahalli,905.0,2.0,2.0,2,55.0
6612,Kannamangala,957.0,2.0,1.0,2,55.0
6613,9th Phase JP Nagar,890.0,2.0,2.0,2,45.0
6614,KR Puram,3000.0,4.0,2.0,4,235.0
6615,Electronic City,1070.0,2.0,1.0,2,55.0
6616,other,2400.0,4.0,2.0,4,595.0
6617,Rachenahalli,925.0,2.0,1.0,2,37.0
6618,Kammasandra,1415.0,2.0,2.0,2,60.0
6619,other,500.0,2.0,0.0,1,80.0
6620,Whitefield,840.0,1.0,1.0,1,57.0
6621,Thanisandra,1732.0,3.0,1.0,3,112.0
6622,Parappana Agrahara,1200.0,1.0,0.0,1,45.0
6623,Bhoganhalli,1260.0,2.0,1.0,2,69.9
6624,Horamavu Banaswadi,1357.0,2.0,2.0,2,54.0
6625,Chamrajpet,650.0,1.0,1.0,2,40.0
6626,Whitefield,1725.0,3.0,2.0,3,106.0
6627,Jalahalli,1000.0,2.0,0.0,2,70.0
6628,TC Palaya,1350.0,1.0,0.0,1,55.0
6629,7th Phase JP Nagar,3200.0,4.0,2.0,4,350.0
6630,Bellandur,1717.0,3.0,2.0,3,110.0
6631,Rajaji Nagar,2367.0,4.0,3.0,3,340.0
6632,7th Phase JP Nagar,1976.0,3.0,1.0,3,145.0
6633,Kambipura,883.0,2.0,1.0,2,37.01
6634,Yelahanka,700.0,1.0,1.0,1,38.0
6635,Battarahalli,2082.0,3.0,2.0,3,104.0
6636,HSR Layout,1140.0,2.0,2.0,2,46.0
6637,Thanisandra,933.0,2.0,1.0,2,66.0
6638,Electronic City Phase II,1155.0,2.0,1.0,2,57.0
6639,Bannerghatta,1200.0,2.0,2.0,2,73.2
6640,other,2214.0,3.0,2.0,3,350.0
6641,Devanahalli,658.0,1.0,1.0,1,26.91
6642,Bhoganhalli,896.9,2.0,1.0,2,78.74
6643,Giri Nagar,4000.0,3.0,2.0,4,750.0
6644,KR Puram,1035.0,2.0,2.0,2,40.0
6645,Whitefield,2064.0,5.0,2.0,4,225.0
6646,other,1839.0,3.0,3.0,3,160.0
6647,Begur Road,1200.0,2.0,2.0,2,44.0
6648,Yelahanka New Town,488.0,1.0,1.0,1,20.0
6649,Banashankari Stage II,1200.0,2.0,1.0,3,198.0
6650,Hoodi,1225.0,2.0,1.0,2,45.0
6651,TC Palaya,900.0,2.0,0.0,2,55.0
6652,Sompura,825.0,2.0,1.0,2,32.0
6653,Bellandur,3596.0,4.0,2.0,4,359.0
6654,Electronic City Phase II,1800.0,3.0,3.0,3,92.0
6655,other,925.0,2.0,1.0,2,100.0
6656,Sarjapur,1150.0,2.0,1.0,2,41.0
6657,other,650.0,1.0,1.0,1,50.0
6658,Sarjapur  Road,675.0,1.0,1.0,1,27.0
6659,other,720.0,1.0,0.0,1,32.39
6660,Yelahanka New Town,1100.0,2.0,1.0,2,58.0
6661,Uttarahalli,1330.0,2.0,1.0,3,58.0
6662,Koramangala,1320.0,2.0,1.0,2,160.0
6663,Ulsoor,1685.0,4.0,2.0,3,185.0
6664,Banashankari,1770.0,3.0,3.0,3,108.0
6665,Pai Layout,1000.0,2.0,3.0,2,42.0
6666,Ramamurthy Nagar,2916.0,5.0,1.0,4,230.0
6667,Horamavu Agara,750.0,2.0,1.0,2,37.49
6668,Bannerghatta,1070.0,2.0,1.0,2,87.0
6669,Kannamangala,1536.0,3.0,1.0,3,107.0
6670,Koramangala,1710.0,3.0,2.0,3,210.0
6671,JP Nagar,2400.0,3.0,3.0,3,196.0
6672,Electronic City,1342.0,2.0,1.0,2,72.0
6673,other,1600.0,3.0,2.0,3,130.0
6674,Kanakapura,938.0,1.0,1.0,1,50.0
6675,Budigere,1820.0,3.0,2.0,3,99.0
6676,Bhoganhalli,2439.0,4.0,3.0,4,170.0
6677,Bommanahalli,1091.0,2.0,1.0,2,40.0
6678,Sarjapur  Road,1346.0,2.0,1.0,2,74.03
6679,Rajaji Nagar,1720.0,3.0,2.0,3,224.0
6680,JP Nagar,1060.0,2.0,2.0,2,33.95
6681,Hebbal,1299.0,2.0,1.0,2,97.0
6682,Yelahanka,1491.0,3.0,2.0,3,85.0
6683,Basaveshwara Nagar,1200.0,2.0,2.0,2,85.0
6684,Yelahanka,2088.0,5.0,0.0,4,110.0
6685,Hulimavu,581.0,1.0,1.0,1,29.0
6686,Electronic City,1275.0,3.0,1.0,3,70.0
6687,Kothanur,1095.0,2.0,2.0,2,55.0
6688,Old Madras Road,1330.0,2.0,2.0,2,74.0
6689,Marathahalli,1135.0,2.0,2.0,2,60.0
6690,Whitefield,516.0,1.0,1.0,1,39.0
6691,Sarjapur  Road,3930.0,5.0,2.0,4,330.0
6692,Abbigere,3000.0,8.0,0.0,8,150.0
6693,Hebbal,3758.0,4.0,2.0,4,450.0
6694,Bhoganhalli,1707.0,3.0,2.0,3,115.0
6695,Sultan Palaya,1070.0,2.0,2.0,2,49.0
6696,Tumkur Road,1240.0,2.0,1.0,3,83.0
6697,JP Nagar,1300.0,2.0,1.0,2,91.65
6698,Ambalipura,1700.0,2.0,2.0,2,76.0
6699,Hulimavu,935.0,2.0,3.0,2,45.0
6700,Thigalarapalya,2072.0,4.0,2.0,3,151.0
6701,other,2200.0,3.0,1.0,4,225.0
6702,Jalahalli,615.0,1.0,1.0,1,46.0
6703,KR Puram,1116.0,2.0,1.0,2,45.0
6704,Whitefield,1639.0,3.0,2.0,3,107.0
6705,Marathahalli,1839.0,3.0,2.0,3,130.0
6706,Horamavu Agara,625.0,1.0,1.0,1,27.0
6707,Thanisandra,933.0,1.0,1.0,1,61.0
6708,Hosur Road,2289.0,3.0,3.0,3,180.0
6709,Ramamurthy Nagar,2316.0,3.0,0.0,3,125.0
6710,Horamavu Agara,1080.0,2.0,1.0,2,38.0
6711,Vishwapriya Layout,910.0,2.0,3.0,2,36.0
6712,Hormavu,1200.0,2.0,0.0,2,73.0
6713,Kothanur,1142.0,2.0,2.0,2,56.0
6714,Hormavu,1800.0,3.0,1.0,3,204.0
6715,AECS Layout,1005.0,2.0,1.0,2,55.0
6716,other,1626.6,3.0,1.0,3,133.0
6717,Kothanur,1074.0,2.0,2.0,2,54.0
6718,Basavangudi,1230.0,2.0,0.0,2,80.0
6719,Whitefield,1820.0,3.0,2.0,3,113.0
6720,other,1348.0,2.0,0.0,2,100.0
6721,Kasavanhalli,1230.0,2.0,2.0,2,66.25
6722,Frazer Town,1200.0,2.0,1.0,2,78.0
6723,Hosa Road,1161.0,2.0,1.0,2,55.15
6724,other,1350.0,4.0,0.0,4,175.0
6725,Kothanur,1285.0,2.0,1.0,2,60.0
6726,Electronic City,1644.0,3.0,2.0,3,92.59
6727,Kasavanhalli,1819.0,3.0,1.0,3,150.0
6728,1st Phase JP Nagar,1205.0,2.0,1.0,2,85.0
6729,Basavangudi,2350.0,3.0,3.0,3,300.0
6730,Uttarahalli,1050.0,2.0,1.0,2,42.0
6731,Raja Rajeshwari Nagar,1270.0,2.0,2.0,2,62.0
6732,Jigani,1221.0,3.0,3.0,3,70.0
6733,Haralur Road,1315.0,2.0,1.0,2,85.0
6734,Raja Rajeshwari Nagar,1250.0,2.0,2.0,2,68.0
6735,Bisuvanahalli,850.0,2.0,1.0,2,27.0
6736,7th Phase JP Nagar,1600.0,2.0,2.0,3,110.0
6737,Electronic City,1250.0,2.0,1.0,2,62.0
6738,Electronic City Phase II,1300.0,2.0,2.0,2,28.0
6739,Ambedkar Nagar,5000.0,4.0,2.0,4,536.0
6740,Judicial Layout,1500.0,3.0,2.0,4,162.0
6741,6th Phase JP Nagar,750.0,1.0,1.0,1,105.0
6742,Gubbalala,2000.0,3.0,3.0,3,125.0
6743,Electronic City Phase II,1940.0,4.0,3.0,3,116.0
6744,Hennur Road,1590.0,3.0,2.0,3,105.0
6745,Kothanur,1075.0,2.0,2.0,2,53.0
6746,TC Palaya,900.0,2.0,0.0,2,55.0
6747,Raja Rajeshwari Nagar,1260.0,2.0,1.0,3,62.0
6748,Thanisandra,1702.0,3.0,2.0,3,107.0
6749,Bisuvanahalli,1080.0,2.0,2.0,3,65.0
6750,Kasavanhalli,1189.0,2.0,1.0,2,45.0
6751,Tumkur Road,1035.0,2.0,1.0,2,39.0
6752,Hennur Road,1200.0,2.0,1.0,2,36.0
6753,Mahalakshmi Layout,4482.0,6.0,2.0,8,852.0
6754,other,1200.0,3.0,0.0,3,200.0
6755,Yelahanka,1330.0,2.0,1.0,2,93.65
6756,Ambedkar Nagar,1935.0,4.0,2.0,3,125.0
6757,other,1410.0,3.0,3.0,3,90.0
6758,Narayanapura,1469.0,2.0,2.0,2,99.14
6759,Varthur,986.0,2.0,1.0,2,30.0
6760,other,1460.0,2.0,2.0,3,87.0
6761,other,1260.0,2.0,2.0,3,85.05
6762,Panathur,980.0,2.0,1.0,2,57.0
6763,Kudlu Gate,1164.0,2.0,2.0,2,75.0
6764,Subramanyapura,929.0,1.0,2.0,2,51.0
6765,Kundalahalli,1065.0,2.0,1.0,2,70.0
6766,other,3000.0,3.0,1.0,3,265.0
6767,Gunjur,1362.0,3.0,1.0,3,62.63
6768,Yeshwanthpur,672.0,1.0,1.0,1,36.85
6769,Brookefield,1746.0,3.0,3.0,3,115.0
6770,Harlur,1532.0,2.0,1.0,2,65.0
6771,other,1200.0,2.0,2.0,3,120.0
6772,Whitefield,3565.0,4.0,0.0,4,218.0
6773,Marathahalli,1170.0,2.0,2.0,2,85.0
6774,other,1800.0,3.0,2.0,3,150.0
6775,Cooke Town,2600.0,3.0,1.0,3,375.0
6776,Kasturi Nagar,2507.0,4.0,2.0,4,155.0
6777,Babusapalaya,1061.0,2.0,1.0,2,34.0
6778,KR Puram,1290.0,2.0,2.0,2,69.0
6779,Sarjapur,1200.0,2.0,1.0,2,42.6
6780,Bharathi Nagar,1120.0,2.0,2.0,2,39.29
6781,Electronic City,418.0,1.0,1.0,1,12.0
6782,Sarjapur,1333.0,3.0,1.0,3,50.0
6783,Sarjapur  Road,1691.0,3.0,2.0,3,119.0
6784,Thanisandra,747.0,1.0,0.0,1,34.355
6785,Koramangala,1700.0,3.0,3.0,3,250.0
6786,Thanisandra,2030.0,4.0,1.0,3,125.0
6787,Balagere,1012.0,2.0,1.0,2,70.0
6788,Kudlu,1245.0,2.0,1.0,3,60.0
6789,7th Phase JP Nagar,1765.0,3.0,2.0,3,118.0
6790,Gottigere,1110.0,2.0,2.0,2,36.25
6791,Sarjapur,1044.0,2.0,2.0,2,36.0
6792,KR Puram,866.28,2.0,0.0,2,36.38
6793,Whitefield,3410.0,5.0,3.0,4,253.0
6794,Singasandra,1179.0,2.0,2.0,2,56.0
6795,Uttarahalli,1125.0,2.0,1.0,2,48.0
6796,other,2098.0,3.0,1.0,3,210.0
6797,other,2400.0,3.0,1.0,3,270.0
6798,Haralur Road,1976.0,3.0,2.0,3,92.0
6799,5th Phase JP Nagar,1190.0,2.0,2.0,2,61.8
6800,other,1800.0,3.0,3.0,3,192.0
6801,Cooke Town,1700.0,3.0,3.0,3,120.0
6802,Electronic City,1128.0,2.0,1.0,2,64.8
6803,other,509.0,1.0,1.0,1,20.0
6804,Ambedkar Nagar,1852.0,4.0,2.0,3,122.0
6805,Varthur,1045.0,2.0,1.0,2,40.65
6806,Marathahalli,1102.0,2.0,2.0,2,53.67
6807,Kothanur,1140.0,2.0,2.0,2,56.0
6808,Balagere,645.0,1.0,1.0,1,55.0
6809,Nagarbhavi,1200.0,3.0,2.0,3,225.0
6810,other,2050.0,3.0,2.0,3,135.0
6811,Sarjapur  Road,1335.0,2.0,1.0,2,95.0
6812,other,2100.0,1.0,1.0,2,200.0
6813,Hebbal,1255.0,3.0,2.0,3,77.68
6814,Hosakerehalli,2376.0,3.0,1.0,3,240.0
6815,Thanisandra,663.0,1.0,1.0,1,46.0
6816,other,1276.0,2.0,0.0,2,146.0
6817,Kodichikkanahalli,1400.0,3.0,3.0,3,66.0
6818,Malleshwaram,2200.0,3.0,2.0,3,275.0
6819,Green Glen Layout,1740.0,3.0,3.0,3,80.0
6820,Anekal,680.0,1.0,1.0,2,21.0
6821,Bannerghatta Road,1154.0,2.0,2.0,2,47.0
6822,Munnekollal,1200.0,2.0,2.0,2,40.0
6823,Hennur,1155.0,2.0,2.0,2,54.5
6824,Giri Nagar,600.0,1.0,1.0,1,125.0
6825,Hebbal,2470.0,5.0,2.0,4,192.0
6826,Padmanabhanagar,1100.0,2.0,1.0,2,60.0
6827,Hormavu,1250.0,2.0,2.0,2,65.0
6828,Kothanur,1400.0,2.0,1.0,2,70.0
6829,other,1600.0,3.0,2.0,3,100.0
6830,Electronic City,1060.0,2.0,1.0,2,55.0
6831,Horamavu Banaswadi,1272.0,2.0,2.0,2,50.0
6832,Kanakpura Road,1296.0,2.0,2.0,2,105.0
6833,other,2100.0,3.0,2.0,4,280.0
6834,Karuna Nagar,1945.0,3.0,3.0,3,115.0
6835,other,2100.0,3.0,1.0,3,270.0
6836,Subramanyapura,1880.0,3.0,2.0,3,110.0
6837,1st Block Jayanagar,2450.0,4.0,2.0,4,368.0
6838,Kenchenahalli,1060.0,2.0,2.0,2,52.0
6839,Hennur Road,2041.0,3.0,3.0,3,138.0
6840,Hulimavu,1050.0,2.0,2.0,2,125.0
6841,Vasanthapura,1037.0,2.0,1.0,2,36.28
6842,LB Shastri Nagar,1184.0,2.0,1.0,2,62.0
6843,Sarjapur  Road,1680.0,3.0,2.0,3,126.0
6844,Thanisandra,1411.0,3.0,2.0,3,100.0
6845,other,3500.0,4.0,3.0,4,320.0
6846,Thanisandra,1702.0,3.0,2.0,3,120.0
6847,6th Phase JP Nagar,1515.0,2.0,2.0,3,135.0
6848,JP Nagar,1107.0,2.0,1.0,2,57.0
6849,Old Madras Road,1720.0,3.0,2.0,3,106.0
6850,other,1540.0,3.0,2.0,3,150.0
6851,Bannerghatta Road,1000.0,2.0,1.0,2,44.5
6852,Electronic City,710.0,1.0,1.0,1,40.42
6853,other,3200.0,4.0,0.0,4,270.0
6854,other,900.0,2.0,2.0,2,160.0
6855,Bannerghatta Road,1250.0,2.0,0.0,2,48.0
6856,Kaggadasapura,2400.0,4.0,3.0,5,130.0
6857,Hegde Nagar,1584.01,3.0,1.0,3,104.0
6858,Kaggadasapura,1485.0,2.0,2.0,3,70.0
6859,Hennur Road,1100.0,2.0,1.0,3,78.0
6860,8th Phase JP Nagar,1245.0,2.0,1.0,2,59.0
6861,Hennur Road,1880.0,4.0,0.0,4,154.0
6862,Frazer Town,2214.0,3.0,3.0,3,350.0
6863,Bannerghatta Road,1640.0,3.0,2.0,3,105.0
6864,Kengeri Satellite Town,1110.0,2.0,1.0,2,43.0
6865,other,4000.0,4.0,2.0,4,630.0
6866,Haralur Road,1300.0,2.0,2.0,2,75.0
6867,Hennur Road,1232.0,2.0,1.0,2,69.61
6868,7th Phase JP Nagar,1275.0,2.0,2.0,3,88.0
6869,Sarjapur  Road,1222.0,2.0,1.0,3,68.0
6870,Varthur,1155.0,2.0,2.0,2,39.0
6871,Horamavu Banaswadi,1200.0,2.0,1.0,2,45.0
6872,Horamavu Agara,1166.0,2.0,1.0,2,37.29
6873,5th Phase JP Nagar,4000.0,5.0,2.0,5,170.0
6874,Rajaji Nagar,1350.0,4.0,1.0,4,230.0
6875,Dommasandra,900.0,3.0,1.0,3,75.0
6876,Chandapura,971.0,2.0,2.0,3,38.0
6877,Hennur,1255.0,2.0,1.0,2,52.32
